// アイテム価格データ（item_db.txtのデータにオーバーライドされます）
//ID,Name,Jname,Price,Sell,Not_DC,Not_OC
7078,Wrath_of_Valkyrie,ヴァルキリーの怒り,,,,
7079,Feather_of_Angel_Wing,天使の羽毛,,,,
7080,Tread_of_Cat,猫の足音,,,,
7081,Woman's_Moustache,女人のひげ,,,,
7082,Root_of_Stone,石の根,,,,
7083,Spirit_of_Fish,魚の魂,,,,
7084,Sputum_of_Bird,鳥の唾,,,,
7085,Sinew_of_Bear,熊の筋,,,,
7086,Amblem_of_the_Sun_God,太陽神の象徴,,,,
7087,Breath_of_Spirit,魂の息吹,,,,
7088,Snow_Crystal,雪の結晶,,,,
7089,Omen_of_Tempest,嵐の徴兆,,,,
7090,Ripple,静かな波,,,,
7091,Billow,押し寄せる波,,,,
7092,Drifting_Air,流れる空気,,,,
7093,Gear_Wheel,歯車,,,,
7094,Part_of_Unknown,未知の欠片,,,,
7095,Part_of_Broke_Metal,壊れた金属の欠片,,,,
7096,Hardened_Lava,冷めた溶岩,,,,
7097,Burning_Heart,燃えている心臓,,,,
7098,Seed_of_Fire,火種,,,,
7099,Old_Magic_Circle,古い魔法陣,,,,
7100,Sharpened_Leaf,鋭い葉っぱ,,,,
7101,Peco's_Feather,ペコペコの羽,,,,
7102,Nightmare,悪夢,,,,
7103,Unknown_Bottle,中身のわからない瓶,,,,
7104,Fake_Angel's_Wing,偽天使の羽,,,,
7105,Fake_Soul's_Band,偽天使の輪,,,,
7106,Horn_of_Goat,山羊の角,,,,
7107,Fur_of_Goat,山羊の毛皮,,,,
7108,Parts_of_Broken_Shield,壊れた盾の欠片,,,,
7109,Shinning_Tip_of_Spear,輝く槍の穂先,,,,
7110,Broken_Sword,壊れた剣,,,,
7111,Glossy_Paper,なめらかな紙,,,,
7112,Horrific_Paper_Blade,不気味な紙片,,,,
7113,BrokenSymbol_of_Pharaoh,壊れた錫杖,,,,
7114,Mask_of_Tutankha,ツタンカーメンマスク,,,,
7115,Harpy's_Feather,ハーピーの羽,,,,
7116,Harpy's_Talon,ハーピーの爪,,,,
7117,Torn_Spell_Book,破れた魔法書,,,,
7118,Torn_Scroll,破れた巻物,,,,
7119,Hypha,菌糸,,,,
7120,Burning_Horseshoe,燃えている馬の蹄,,,,
7121,Honey_Pot,蜜の瓶,,,,
7122,Hot_Feather,熱い毛,,,,
7123,Dragon's_Skin,ドラゴンの皮,,,,
7124,Mass_of_Sand,砂の塊,,,,
7125,Scorpion's_Forceps,さそりニッパ,,,,
7126,Large_Jellopy,Large Jellopy,,,,
7127,Alcohol_Making_Book,アルコール製造の書,,,,
7128,Fire_Bottle_Making_Book,ファイアーボトル製造の書,,,,
7129,HCL_Bottle_Making_Book,アシッドボトル製造の書,,,,
7130,Plant_Bottle_Making_Book,プラントボトル製造の書,,,,
7131,Mine_Bottle_Making_Book,マインボトル製造の書,,,,
7132,Coating_Drug_Making_Book,コーティング薬製造の書,,,,
7133,Slim_Potion_Making_Book,スリムポーション製造の書,,,,
7134,Drug_Cup,Drug Cup,,,,
7135,Fire_Bottle,Fire Bottle,,,,
7136,HCL_Bottle,HCL Bottle,,,,
7137,Man-eating_Plant_Bottle,Man-eating Plant Bottle,,,,
7138,Mine_Bottle,Mine Bottle,,,,
7139,Coating_Drug,コーティング薬,,,,
7140,Seed_of_Life,生命の種子,,,,
7141,Dew_of_Yggdrasil,イグドラシルの露,,,,
7142,Embryo,エンブリオ,,,,
7143,Glass_Tube,飼育ポット,,,,
7144,Potion_Making_Book,ポーション製造の書,,,,
7145,Ragnarok_T-shirt,Ragnarok T-shirt,,,,
7146,Vacation_Ticket,バカンスチケット,,,,
7147,Jasmine,ジャスミン,,,,
7148,Letter_from_Mother,母さんの手紙,,,,
9001,Poring_Egg,Poring Egg,20,,,
9002,Drops_Egg,Drops Egg,20,,,
9003,Poporing_Egg,Poporing Egg,20,,,
9004,Lunatic_Egg,Lunatic Egg,20,,,
9005,Picky_Egg,Picky Egg,20,,,
9006,Chonchon_Egg,Chonchon Egg,20,,,
9007,Steel_Chonchon_Egg,Steel Chonchon Egg,20,,,
9008,Hunter_Fly_Egg,Hunter Fly Egg,20,,,
9009,Savage_Bebe_Egg,Savage Bebe Egg,20,,,
9010,Baby_Desert_Wolf_Egg,Baby Desert Wolf Egg,20,,,
9011,Rocker_Egg,Rocker Egg,20,,,
9012,Spore_Egg,Spore Egg,20,,,
9013,Poison_Spore_Egg,Poison Spore Egg,20,,,
9014,PecoPeco_Egg,PecoPeco Egg,20,,,
9015,Smokie_Egg,Smokie Egg,20,,,
9016,Yoyo_Egg,Yoyo Egg,20,,,
9017,Orc_Warrior_Egg,Orc Warrior Egg,20,,,
9018,Munak_Egg,Munak Egg,20,,,
9019,Dokkaebi_Egg,Dokkaebi Egg,20,,,
9020,Sohee_Egg,Sohee Egg,20,,,
9021,Isis_Egg,Isis Egg,20,,,
9022,Green_Petite_Egg,Green Petite Egg,20,,,
9023,Deviruchi_Egg,Deviruchi Egg,20,,,
9024,Bapho_Jr._Egg,Bapho Jr. Egg,20,,,
9025,Bongun_Egg,Bongun Egg,20,,,
10001,Skull_Helm,Skull Helm,20,,,
10002,Monster_Oxygen_Mask,Monster Oxygen Mask,20,,,
10003,Transparent_Headgear,Transparent Headgear,20,,,
10004,Pacifier,Pacifier,20,,,
10005,Wig,Wig,20,,,
10006,Queen's_Hair_Ornament,Queen's Hair Ornament,20,,,
10007,Silk_Ribbon,Silk Ribbon,20,,,
10008,Punisher,Punisher,20,,,
10009,Wild_Flower,Wild Flower,20,,,
10010,Battered_Pot,Battered Pot,20,,,
10011,Stellar_Hairpin,Stellar Hairpin,20,,,
10012,Tiny_Egg_Shell,Tiny Egg Shell,20,,,
10013,Backpack,Backpack,1500,,,
10014,Rocker_Glasses,Rocker Glasses,2000,,,
10015,Green_Lace,Green Lace,20,,,
10016,Golden_Bell,Golden Bell,20,,,
10017,Bark_Shorts,Bark Shorts,20,,,
10018,Monkey_Circlet,Monkey Circlet,20,,,
10019,Red_Muffler,Red Muffler,20,,,
10020,Sword_of_grave_keeper,Sword of Chinese Exorcist,20,,,