// _________                                    
// \_   ___ \_______  ____   ____  __ __  ______
// /    \  \/\_  __ \/  _ \ /    \|  |  \/  ___/
// \     \____|  | \(  <_> )   |  \  |  /\___ \ 
//  \______  /|__|   \____/|___|  /____//____  >
//         \/                   \/           \/  
//-----------------------------------------------
// Cronus - Banco de Dados dos Monstros
//-----------------------------------------------
//
// Estrutura do Banco de Dados:
// ID,Sprite_Name,Name1,Name2,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Nota: O Sprite_Name é a Spr do monstro em seu client, use o Name1 e Name2 para mudar o nome de um monstro
// Note: Keep the Sprite_Name field as it is (in the game client). You may change Name,JName field tough

1185,WHISPER_,Sussurro,Sussurro,34,1796,0,537,545,1,198,239,0,45,1,51,14,1,60,1,10,12,0,1,28,0x0,150,1960,960,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,WHISPER_BOSS,Cochicho,Cochicho,34,5040,0,537,545,1,198,239,0,45,1,51,14,1,60,1,10,12,0,6,48,0x3795,250,2536,1536,672,0,0,0,0,0,0,0,0,1001,150,1059,5500,2282,1,2333,10,0,0,0,0,0,0,0,0,0,0,4303,1
1187,SWITCH,Switch,Switch,1,2,0,1,1,1,1,2,0,0,1,1,1,1,1,1,1,12,1,0,20,0x0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,BON_GUN,Bon Gun,Bon Gun,32,3520,0,424,242,1,220,260,0,0,1,15,36,10,48,15,10,12,1,1,29,0x3095,200,1720,500,420,0,0,0,0,0,0,0,0,1094,5500,7014,40,618,60,2337,2,609,15,508,1000,502,250,5046,1,0,0,4212,1
1189,ORC_ARCHER,Orc Arqueiro,Orc Arqueiro,49,7440,0,1729,1787,9,310,390,10,5,1,44,25,20,125,20,10,12,1,7,22,0x3095,300,1960,620,480,0,0,0,0,0,0,0,0,1063,5500,1753,1000,1756,2500,1755,2500,1716,2,501,1400,509,900,2330,5,0,0,4256,1
1190,ORC_LORD,Senhor dos Orcs,Senhor dos Orcs,74,393000,0,62205,8580,1,2700,3150,40,5,1,82,149,70,110,85,10,12,2,7,82,0x37B5,100,1248,500,360,12800,5000,968,5500,617,900,0,0,1363,200,2601,500,5007,150,2627,1000,0,0,985,4400,984,3100,0,0,714,250,4135,1
1191,MIMIC,Mímico,Mímico,51,6120,0,165,165,1,150,900,10,40,1,121,1,60,75,110,10,12,1,0,60,0x3095,100,972,500,288,0,0,0,0,0,0,0,0,617,5,603,45,1065,1200,611,3000,0,0,2626,1,757,270,2205,120,0,0,4205,1
1192,WRAITH,Alma Penada,Alma Penada,53,10999,0,2199,1099,1,580,760,5,30,1,95,30,75,95,35,10,12,2,1,89,0x3695,300,1816,576,240,0,0,0,0,0,0,0,0,1059,6500,2206,10,2506,2,716,650,602,1300,2505,10,731,5,735,10,0,0,4190,1
1193,ALARM,Alarme,Alarme,58,10647,0,3987,2300,1,480,600,15,15,1,62,72,10,85,45,10,12,1,0,60,0x3695,300,1020,500,768,0,0,0,0,0,0,0,0,1095,5500,2607,20,7005,1500,611,1300,984,105,7026,20,912,1500,0,0,0,0,4244,1
1194,ARCLOUSE,Arclouse,Arclouse,59,6075,0,860,1000,1,570,640,10,15,1,75,5,5,75,50,10,12,1,4,42,0x3195,100,960,500,480,0,0,0,0,0,0,0,0,1096,3500,938,3000,943,800,912,450,716,300,997,20,912,2500,0,0,0,0,4240,1
1195,RIDEWORD,Rideword,Rideword,59,11638,0,2007,3106,1,584,804,5,35,1,75,10,20,120,45,10,12,0,0,60,0x3695,150,864,500,192,0,0,0,0,0,0,0,0,1097,5500,1553,4,1554,4,1555,3,1556,2,7015,300,1006,20,722,5,0,0,4185,1
1196,SKEL_PRISONER,Esqueleto Prisioneiro,Esqueleto Prisioneiro,52,8691,0,2466,1562,1,660,890,10,20,1,20,36,1,76,25,10,12,1,1,69,0x308D,350,1848,500,576,0,0,0,0,0,0,0,0,1098,3500,7016,100,2320,1,716,600,930,3500,2408,35,934,1500,2282,1,0,0,4222,1
1197,ZOMBIE_PRISONER,Zumbi Prisioneiro,Zumbi Prisioneiro,53,11280,0,2635,1724,1,780,930,10,20,1,24,39,1,72,25,10,12,1,1,69,0x308D,350,1768,500,192,0,0,0,0,0,0,0,0,1099,3500,7016,105,2266,1,716,600,930,3500,2408,3,985,112,1093,1,0,0,4275,1
1198,DARK_PRIEST,Sacerdote Malígno,Sacerdote Malígno,59,9660,0,3320,2974,1,298,370,30,60,1,54,38,95,82,60,10,12,1,7,87,0x31AD,200,1500,500,1000,0,0,0,0,0,0,0,0,1557,2,2608,30,505,100,716,450,1009,50,0,0,0,0,0,0,0,0,4171,1
1199,PUNK,Punk,Punk,43,3620,0,1699,1033,1,292,365,0,45,1,105,5,45,65,20,10,12,0,3,24,0x3095,300,1500,500,1000,0,0,0,0,0,0,0,0,7001,5500,715,800,1001,300,1061,1000,1057,3000,601,1100,10004,10,2502,15,0,0,4313,1
1200,ZHERLTHSH,Zherlthsh,Zherlthsh,63,18300,0,3608,2304,1,700,850,10,15,1,85,40,30,125,60,10,12,1,7,60,0x308D,200,800,160,384,0,0,0,0,0,0,0,0,7017,5,504,800,2331,8,2622,1,984,134,2291,3,714,15,0,0,0,0,4277,1
1201,RYBIO,Rybio,Rybio,71,9572,0,6317,3520,1,686,912,45,37,1,97,75,74,77,90,10,12,2,6,40,0x318D,200,1500,500,1000,0,0,0,0,0,0,0,0,1015,4000,7017,3,504,800,731,30,1008,10,984,100,0,0,0,0,0,0,4194,1
1202,PHENDARK,Fendark,Fendark,73,22729,0,6826,3443,1,794,1056,52,36,1,62,120,65,77,66,10,12,2,7,40,0x308D,175,1500,500,1000,0,0,0,0,0,0,0,0,1015,4000,7017,4,504,800,0,0,984,150,0,0,0,0,0,0,0,0,4329,1
1203,MYSTELTAINN,Mysteltainn,Mysteltainn,76,33350,0,6457,5159,2,1160,1440,30,30,1,139,80,35,159,65,10,12,2,0,87,0x37B5,250,1152,500,240,0,0,0,0,0,0,0,0,7019,1,1117,100,1152,70,1155,40,1163,2,999,120,984,243,985,210,7297,2500,4207,1
1204,TIRFING,Tyrfing,Tyrfing,71,29900,0,5412,4235,1,950,1146,30,35,1,87,55,35,132,65,10,12,1,0,67,0x37B5,100,816,500,240,0,0,0,0,0,0,0,0,7022,1,638,50,1211,100,1214,70,1217,40,999,120,984,189,1157,25,7292,2500,4254,1
1205,EXECUTIONER,Executor,Executor,65,28980,0,4730,3536,2,570,950,35,35,1,85,40,25,88,60,10,12,2,0,47,0x37B5,200,768,500,384,0,0,0,0,0,0,0,0,7024,5,1108,100,1111,80,1114,60,1125,40,999,120,984,145,7290,2500,0,0,4250,1
1206,ANOLIAN,Anolian,Anolian,63,18960,0,4378,2907,1,640,760,15,15,1,43,58,25,97,65,10,12,1,5,41,0x3695,200,900,500,864,0,0,0,0,0,0,0,0,7003,5500,1754,2000,504,650,10019,10,943,5500,2625,1,984,134,526,5,0,0,4234,1
1207,STING,Sting,Sting,61,9500,0,4081,2970,1,850,1032,5,30,1,45,55,5,120,85,10,12,1,0,62,0x3695,300,528,500,240,0,0,0,0,0,0,0,0,7004,5500,1756,1500,2624,2,1003,130,997,25,10007,10,2209,350,719,3,0,0,4226,1
1208,WANDER_MAN,Andarilho,Andarilho,74,8170,0,5786,4730,2,450,550,5,5,1,192,38,45,127,85,10,12,1,6,24,0x3795,100,672,500,192,0,0,0,0,0,0,0,0,7005,5500,616,1,724,217,2270,5,610,650,984,217,608,3,732,1,0,0,4210,1
1209,CRAMP,Cãibra,Cãibra,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,0,7007,5500,528,1000,726,80,746,110,657,150,510,70,984,95,0,0,0,0,4296,1
1210,FILAMENTOUS,Filamentous,Filamentous,51,6088,0,1926,1353,1,425,525,35,10,1,35,30,5,83,40,10,12,1,4,23,,200,1500,500,1000,0,0,0,0,0,0,0,0,7008,5500,947,8000,943,4000,993,200,1451,40,757,18,509,1600,0,0,0,0,0,0
1211,BRILIGHT,Escaravelho,Escaravelho,46,5562,0,1826,1331,1,298,383,30,5,1,90,15,10,50,35,10,12,0,4,23,0x3195,200,1500,500,1000,0,0,0,0,0,0,0,0,7009,5500,992,200,912,1200,602,1000,757,220,610,250,509,1600,0,0,0,0,4213,1
1212,IRON_FIST,Escorpião de Ferro,Escorpião de Ferro,47,4221,0,1435,1520,1,430,590,40,5,1,25,15,10,81,20,10,12,1,4,60,0x3195,200,1500,500,1000,0,0,0,0,0,0,0,0,7010,5500,757,229,757,22,1002,850,999,180,998,300,0,0,0,0,0,0,4239,1
1213,HIGH_ORC,Grand Orc,Grand Orc,52,6890,0,3618,1639,1,428,533,15,5,1,46,55,35,82,40,10,12,2,7,43,0x3695,150,1500,500,1000,0,0,0,0,0,0,0,0,7002,2500,1304,10,999,90,931,7500,912,1300,756,196,502,900,0,0,0,0,4322,1
1214,CHOCO,Choco,Choco,43,4278,0,1265,1265,1,315,402,5,5,1,68,55,45,65,25,10,12,0,2,23,0x3095,200,1500,500,1000,0,0,0,0,0,0,0,0,7011,5500,942,7000,985,53,513,5000,634,20,532,1000,607,25,0,0,0,0,4285,1
1215,STEM_WORM,Talo de Verme,Talo de Verme,40,6136,0,1452,939,2,290,375,5,10,1,30,26,15,79,35,10,12,1,3,24,0x3095,200,1500,500,1000,0,0,0,0,0,0,0,0,7012,5500,509,1800,912,1200,756,115,997,5,1454,20,608,45,0,0,0,0,4224,1
1216,PENOMENA,Penomena,Penomena,57,7256,0,2870,2200,7,415,565,5,50,1,5,35,15,136,30,10,12,1,5,25,0x3695,400,832,500,600,0,0,0,0,0,0,0,0,7013,5500,962,8000,938,7000,525,200,719,15,1258,1,716,550,0,0,0,0,4314,1
1219,KNIGHT_OF_ABYSS,Cavaleiro do Abismo,Cavaleiro do Abismo,79,36140,0,8469,6268,1,1600,2150,55,50,1,68,64,25,135,50,10,12,2,7,87,0x3695,300,1500,500,1000,0,0,0,0,0,0,0,0,1064,5500,7023,5,2318,1,1410,25,1162,1,985,369,984,259,1160,15,714,30,4140,1
1220,M_DESERT_WOLF,Lobo do Deserto,Lobo do Deserto,27,1716,0,427,266,1,169,208,0,10,1,27,45,15,56,10,10,12,1,2,23,0x3695,200,1120,420,288,0,0,0,0,0,0,0,0,1253,5,7030,5500,2311,1,517,1200,920,2000,756,53,1217,140,0,0,0,0,4082,1
1221,M_SAVAGE,Selvagem,Selvagem,26,2092,0,357,226,1,146,177,10,5,1,26,54,10,37,10,10,12,2,2,42,0x3695,150,1960,960,384,0,0,0,0,0,0,0,0,1028,6000,656,150,702,3,2276,2,605,15,757,70,0,0,0,0,0,0,4078,1
1222,L_HIGH_ORC,Grand Orc,Grand Orc,52,6890,0,2128,1490,1,428,533,15,5,1,46,55,35,82,40,10,12,2,7,43,0x3695,200,1500,500,1000,0,0,0,0,0,0,0,0,7002,2500,1304,10,999,120,931,8000,912,1600,756,196,502,1100,0,0,0,0,4066,1
1223,L_ORC,Orc,Orc,24,1400,0,261,160,1,114,136,10,5,1,24,48,25,34,10,10,12,1,7,22,,200,1864,864,288,0,0,0,0,0,0,0,0,998,210,931,5500,756,40,2267,3,1352,10,1304,5,1301,100,0,0,0,0,4066,1
1224,L_POISON_SPORE,Esporo Venenoso,Esporo Venenoso,19,665,0,169,85,1,89,101,0,0,1,19,25,1,24,1,10,12,1,3,25,0x3695,200,1672,672,288,0,0,0,0,0,0,0,0,921,8000,2221,20,511,650,510,55,972,35,512,0,0,0,0,0,0,0,4048,2
1225,L_CHOCO,Choco,Choco,43,4278,0,1150,1150,1,315,402,5,5,1,68,55,45,65,25,10,12,0,2,23,0x3695,200,1500,500,1000,0,0,0,0,0,0,0,0,7011,5500,942,7000,508,1900,513,5000,2311,2,532,1000,607,25,0,0,0,0,4051,2
1226,L_KOBOLD,Kobold,Kobold,36,3893,0,898,568,1,265,318,15,10,1,90,36,30,52,30,10,12,1,7,44,0x3695,200,1028,528,360,0,0,0,0,0,0,0,0,999,90,1034,6000,912,750,985,25,1220,2,2104,5,0,0,0,0,0,0,4091,1
1227,L_GOBLIN,Goblin,Goblin,25,1176,0,282,171,1,118,140,10,5,1,63,25,20,38,45,10,12,1,7,24,0x3695,100,1120,620,240,0,0,0,0,0,0,0,0,998,270,911,1200,756,43,2297,3,1211,10,2104,5,501,800,0,0,0,0,4060,1
1228,L_PHEN,Fen,Fen,26,3347,0,357,226,1,138,150,0,15,1,26,26,1,88,75,10,12,1,5,41,0x3695,150,2544,1344,1152,0,0,0,0,0,0,0,0,1023,6000,963,2300,720,8,517,1100,951,550,756,25,512,0,0,0,0,0,4077,1
1229,META_FABRE,Fabre,Fabre,2,63,0,3,2,1,8,11,0,0,1,2,4,1,7,5,10,12,0,4,22,0x181,400,1672,672,480,0,0,0,0,0,0,0,0,914,6500,949,600,1502,80,721,8,511,750,705,1500,1501,200,0,0,0,0,4002,15
1230,META_PUPA,Pupa,Pupa,2,427,0,2,4,0,1,2,20,20,1,1,1,1,1,20,10,12,0,4,22,0x100,1000,1001,1,1,0,0,0,0,0,0,0,0,1010,300,915,6000,938,700,2102,2,935,1300,938,700,1002,400,0,0,0,0,4003,7
1231,META_CREAMY,Creamy,Creamy,16,595,0,96,64,1,53,64,0,30,1,40,16,15,16,55,10,12,0,4,24,0x181,200,1220,720,288,0,0,0,0,0,0,0,0,924,6000,2322,10,518,180,602,200,2207,4,712,800,0,0,0,0,0,0,4040,3
1232,META_PECOPECO_EGG,Ovo de PecoPeco,Ovo de PecoPeco,3,420,0,4,4,0,1,2,20,20,1,1,1,1,1,20,10,12,0,0,60,0x0,1000,1001,1,1,0,0,0,0,0,0,0,0,1010,120,935,1500,2102,2,501,450,501,450,713,2000,736,15,0,0,0,0,4007,2
1233,CONCEIVE_PECOPECO,PecoPeco,PecoPeco,13,531,0,85,36,1,35,46,0,0,1,13,13,25,27,9,10,12,2,2,23,0x81,200,1564,864,576,0,0,0,0,0,0,0,0,925,6000,2402,20,508,55,507,950,1604,100,0,0,0,0,0,0,0,0,4031,3
1234,PROVOKE_YOYO,Yoyo,Yoyo,19,879,0,135,85,1,71,82,0,0,1,24,30,35,32,55,10,12,0,2,22,0x108B,200,1054,54,384,0,0,0,0,0,0,0,0,942,6000,513,2000,508,130,919,5500,753,7,0,0,0,0,0,0,0,0,4051,1
1235,SMOKING_ORC,Orc Fumante,Orc Fumante,24,1400,0,261,160,1,114,136,10,20,1,24,48,20,34,1,10,12,1,7,22,0x308D,200,1864,864,288,0,0,0,0,0,0,0,0,998,210,931,5500,756,40,2267,3,1352,10,1304,5,1301,100,0,0,0,0,4066,1
1236,META_ANT_EGG,Ovo de Andre,Ovo de Andre,4,420,0,5,4,0,1,2,20,20,1,1,1,0,1,20,10,12,0,0,60,0x0,1000,1001,1,1,0,0,0,0,0,0,0,0,1010,135,935,2740,909,3000,938,750,713,2000,1002,320,0,0,0,0,0,0,4013,2
1237,META_ANDRE,Andre,Andre,17,688,0,109,71,1,60,71,10,0,1,17,24,20,26,20,10,12,0,4,22,0x118B,300,1288,288,576,0,0,0,0,0,0,0,0,955,6000,910,3000,938,1000,935,3000,1001,6,1002,450,757,28,0,0,0,0,4043,1
1238,META_PIERE,Piere,Piere,18,733,0,122,78,1,64,75,15,0,1,18,26,20,27,15,10,12,0,4,22,0x118B,200,1288,288,576,0,0,0,0,0,0,0,0,955,5700,910,1100,938,600,992,15,1001,5,1002,500,757,31,0,0,0,0,4043,1
1239,META_DENIRO,Deniro,Deniro,19,760,0,135,85,1,68,79,15,0,1,19,30,20,43,10,10,12,0,4,22,0x118B,150,1288,288,576,0,0,0,0,0,0,0,0,955,6000,910,3000,938,1200,990,45,1001,8,1002,550,757,34,0,0,0,0,4043,1
1240,META_PICKY,Picky,Picky,3,80,0,4,3,1,9,12,0,0,1,3,3,1,10,30,10,12,0,2,23,0x81,200,988,288,168,0,0,0,0,0,0,0,0,916,6500,949,850,2302,150,507,650,519,350,715,60,0,0,0,0,0,0,4008,2
1241,META_SHELL_PICKY,Picky com casca,Picky com casca,4,83,0,5,4,1,8,11,20,0,1,3,3,1,11,20,10,12,0,2,23,0x81,200,988,288,168,0,0,0,0,0,0,0,0,916,6500,949,850,5015,7,507,750,519,350,715,60,0,0,0,0,0,0,4011,10
1242,MARIN,Marin,Marin,15,742,0,66,44,1,39,43,0,10,1,10,10,5,35,15,10,12,1,3,41,0x81,400,1872,672,480,0,0,0,0,0,0,0,0,910,3200,938,1500,512,50,720,40,510,75,529,350,5035,1,700,100,0,0,4196,1
1243,SASQUATCH,Sasquatch,Sasquatch,30,3163,0,529,319,1,250,280,5,0,1,25,60,10,34,20,10,12,2,2,60,0x3695,300,1260,192,192,0,0,0,0,0,0,0,0,912,750,509,800,949,1000,5030,1,948,5000,727,30,757,90,0,0,0,0,4216,1
1244,JAKK_XMAS,Jakk Natalino,Jakk Natalino,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,0,1062,5500,912,900,985,31,2331,5,1008,5,535,1000,2236,70,0,0,0,0,4109,2
1245,GOBLINE_XMAS,Goblin Natalino,Goblin Natalino,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,0,998,270,911,1200,756,43,2297,3,1211,10,2104,5,2236,40,0,0,0,0,4060,1
1246,COOKIE_XMAS,Cookie Natalino,Cookie Natalino,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,0,538,1500,722,45,912,200,2502,25,2501,120,507,1100,501,700,0,0,0,0,0,0
1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,99,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,0,7034,10000,644,200,538,1500,539,1000,529,5500,530,500,2236,250,0,0,0,0,4243,1
1248,CRUISER,Soldadinho de Chumbo,Soldadinho de Chumbo,35,2820,0,1100,450,7,175,215,5,5,1,40,10,10,90,25,10,12,1,0,60,0x2085,400,1296,1296,432,0,0,0,0,0,0,0,0,1098,900,2251,2,998,320,996,5,911,3500,719,35,756,87,0,0,0,0,4297,1
1249,MYSTCASE,Presente,Presente,38,3450,0,1113,688,1,160,360,5,10,1,50,25,5,48,75,10,12,1,0,60,0x91,400,1248,1248,432,0,0,0,0,0,0,0,0,530,90,912,1500,603,20,539,800,722,150,731,5,512,100,529,340,0,0,4206,1
1250,CHEPET,Chepet,Chepet,42,4950,0,1518,946,1,380,440,0,25,1,72,35,71,65,85,10,12,1,7,23,0x3695,400,672,672,288,0,0,0,0,0,0,0,0,7035,2500,912,750,512,5500,619,40,10019,5,502,300,2508,5,0,0,0,0,4284,1
1251,KNIGHT_OF_WINDSTORM,Cavaleiro da Tempestade,Cavaleiro da Tempestade,77,240000,0,64350,21450,2,1425,1585,35,60,1,185,83,55,130,79,10,12,2,0,84,0x37B5,200,468,468,288,31200,5000,720,4500,2406,500,995,3000,1468,150,603,3000,617,4000,2621,200,2506,500,985,4700,984,3500,5007,1,0,0,4318,1
1252,GARM,Hatii,Hatii,73,197000,0,50050,20020,3,1700,1900,40,45,1,126,82,65,95,60,10,12,2,2,81,0x37B5,400,608,408,336,28473,5000,7036,1000,603,2700,995,2000,7036,5500,1131,150,1256,500,0,0,0,0,985,4100,984,2900,0,0,0,0,4324,1
1253,GARGOYLE,Gárgula,Gárgula,48,3950,0,1650,1650,9,290,360,10,10,1,61,20,20,126,40,10,12,1,6,64,0x2185,200,1020,720,384,0,0,0,0,0,0,0,0,912,4000,1039,500,0,0,0,0,2619,1,1769,2000,757,238,0,0,0,0,4149,1
1254,RAGGLER,Raggler,Raggler,21,1020,0,218,140,1,102,113,0,5,1,10,32,20,39,35,10,12,0,2,24,0x3695,200,1000,900,384,0,0,0,0,0,0,0,0,7053,3000,916,5000,645,200,656,100,992,90,2225,7,756,32,7054,1500,0,0,4186,1
1255,NERAID,Nereida,Nereida,40,4120,0,1126,684,1,325,360,0,10,1,45,50,5,64,5,10,12,0,2,22,0x3695,200,776,576,288,0,0,0,0,0,0,0,0,1055,5500,7053,1000,510,230,717,250,656,250,757,180,985,37,0,0,0,0,4167,1
1256,PEST,Peste,Peste,40,3240,0,1238,752,1,375,450,0,5,1,60,22,5,80,5,10,12,0,2,47,0x3695,200,700,648,480,0,0,0,0,0,0,0,0,1055,5500,7054,200,702,10,605,60,716,230,0,0,756,115,0,0,0,0,4315,1
1257,INJUSTICE,Injustiçado,Injustiçado,51,7600,0,2118,1488,1,480,600,0,0,1,42,39,1,71,35,10,12,1,1,47,0x3695,400,770,720,336,0,0,0,0,0,0,0,0,999,300,7054,5500,7053,3500,2313,5,2316,2,660,20,1255,2,0,0,0,0,4268,1
1258,GOBLIN_ARCHER,Goblin Arqueiro,Goblin Arqueiro,28,1750,0,461,284,9,89,113,0,0,1,15,20,15,72,20,10,12,0,7,25,0x2085,200,1172,672,420,0,0,0,0,0,0,0,0,2297,3,998,250,911,1000,1765,3000,501,600,1705,25,656,150,0,0,0,0,4157,1
1259,GRYPHON,Grifo,Grifo,72,27800,0,5896,4400,1,880,1260,35,35,1,95,78,65,115,75,10,12,2,2,84,0x37B5,100,704,504,432,0,0,0,0,0,0,0,0,7048,2500,7054,5500,7063,120,1452,1500,757,150,984,185,996,150,1417,1,714,25,4163,1
1260,DARK_FRAME,Moldura Maldita,Moldura Maldita,59,7500,0,3652,3271,1,960,1210,10,45,1,72,42,45,85,25,10,12,1,6,67,0x3795,200,920,720,200,0,0,0,0,0,0,0,0,7054,5500,734,1000,2505,30,0,0,0,0,1000,80,747,3,0,0,0,0,4170,1
1261,WILD_ROSE,Rosa Selvagem,Rosa Selvagem,38,2980,0,1113,688,1,315,360,0,15,1,85,15,35,65,80,10,12,0,2,24,0x83,100,964,864,288,0,0,0,0,0,0,0,0,7053,6000,748,50,5037,120,1767,3000,624,35,528,600,2244,2,0,0,0,0,4257,1
1262,MUTANT_DRAGON,Dragão Mutante,Dragão Mutante,65,62600,0,4730,3536,4,2400,3400,15,20,1,47,30,68,45,35,10,12,2,9,43,0x37B5,250,1280,1080,240,0,0,0,0,0,0,0,0,7054,5500,1035,500,1036,500,930,500,2627,30,522,150,505,150,504,250,7296,2500,4203,1
1263,WIND_GHOST,Alma da Ventania,Alma da Ventania,51,4820,0,2118,1488,2,489,639,0,45,1,89,15,90,85,25,10,12,1,6,64,0x3795,150,1056,1056,336,0,0,0,0,0,0,0,0,912,5000,932,6000,7005,500,1610,25,1611,8,996,100,1615,1,0,0,0,0,4264,1
1264,MERMAN,Tritão,Tritão,53,12300,0,3345,2054,2,482,603,10,35,1,45,46,15,85,55,10,12,1,7,41,0x3695,200,916,816,336,0,0,0,0,0,0,0,0,1054,1300,523,300,657,200,720,40,995,35,1460,3,756,203,0,0,0,0,4199,1
1265,COOKIE,Cookie,Cookie,25,950,0,310,188,1,130,153,0,25,1,35,20,53,37,90,10,12,0,7,60,0x1089,200,1036,936,240,0,0,0,0,0,0,0,0,538,1000,530,150,979,1,645,280,2402,30,1001,40,2502,20,529,320,0,0,4293,1
1266,ASTER,Estrela do Mar,Estrela do Mar,18,1452,0,122,78,1,56,64,0,10,1,19,15,1,34,5,10,12,0,5,22,0x91,400,1264,864,216,0,0,0,0,0,0,0,0,938,500,7013,40,1052,1200,508,200,912,60,512,100,0,0,0,0,0,0,4247,1
1267,CARAT,Carat,Carat,51,5200,0,1926,1353,1,330,417,0,25,1,41,45,5,85,155,10,12,1,6,44,0x3795,200,1078,768,384,0,0,0,0,0,0,0,0,7054,3200,536,1000,2409,5,5003,1,0,0,0,0,504,450,0,0,0,0,4288,1
1268,BLOODY_KNIGHT,Cavaleiro Sanguinário,Cavaleiro Sanguinário,82,57870,0,10120,6820,3,2150,3030,60,50,1,75,70,77,125,55,10,12,2,0,87,0x3695,250,828,528,192,0,0,0,0,0,0,0,0,7054,5500,2229,45,2317,5,2106,65,1170,1,984,304,985,433,1417,2,0,0,4320,1
1269,CLOCK,Relógio,Relógio,60,11050,0,3410,2904,1,720,909,15,10,1,70,50,25,90,50,10,12,1,0,42,0x91,200,1092,792,480,0,0,0,0,0,0,0,0,1095,5500,1019,800,504,900,657,220,7026,30,7027,30,985,163,0,0,0,0,4299,1
1270,C_TOWER_MANAGER,Gerente,Gerente,63,18600,0,4378,2850,3,880,1180,35,30,1,75,20,64,75,60,10,12,2,0,80,0x91,200,1072,672,384,0,0,0,0,0,0,0,0,1095,5500,7054,5500,999,500,520,850,2109,1,7026,2000,7027,2000,0,0,0,0,4229,1
1271,ALLIGATOR,Crocodilo,Crocodilo,42,6962,0,1379,866,1,315,360,2,5,1,45,50,10,82,65,10,12,1,2,21,0x91,200,1100,900,480,0,0,0,0,0,0,0,0,912,1000,1099,600,7003,2000,608,50,0,0,0,0,756,129,0,0,0,0,4252,1
1272,DARK_LORD,Senhor das Trevas,Senhor das Trevas,80,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,6,89,0x37B5,100,868,768,480,36500,5000,7005,6000,0,0,617,2000 ,1615,800,5017,500,1237,300,2334,300,2507,100,985,5300,984,4100,2609,140,5093,1000,4168,1
1273,ORC_LADY,Senhora Orc,Senhora Orc,31,2000,0,644,407,1,135,170,10,10,1,42,25,15,69,55,10,12,1,7,42,0x3695,200,1050,900,288,0,0,0,0,0,0,0,0,7053,5500,998,300,2602,1,756,40,1352,10,508,900,2338,1,2206,1,0,0,4255,1
1274,MEGALITH,Megalith,Megalith,45,5300,0,1758,1075,9,264,314,50,25,1,45,60,5,95,5,10,12,2,0,80,0x84,200,1332,1332,672,0,0,0,0,0,0,0,0,912,100,7049,1000,617,1,0,0,0,0,985,61,757,207,0,0,0,0,4200,1
1275,ALICE,Alice,Alice,62,10000,0,3583,2400,1,550,700,5,5,1,64,42,85,100,130,10,12,1,7,60,0x91,200,1152,185,480,0,0,0,0,0,0,0,0,7047,2500,637,40,2407,3,739,30,0,0,503,400,2215,5,5085,5,12002,250,4253,1
1276,RAYDRIC_ARCHER,Raydric Arqueiro,Raydric Arqueiro,52,5250,0,3025,2125,9,415,500,35,5,1,25,22,5,145,35,10,12,1,6,47,0x2185,200,1152,1152,480,0,0,0,0,0,0,0,0,7054,5500,0,0,2315,2,1701,150,1764,2000,1715,3,985,106,0,0,0,0,4187,1
1277,GREATEST_GENERAL,Guardião da Floresta,Guardião da Floresta,40,3632,0,1238,752,3,350,400,15,15,1,20,60,55,82,140,10,12,1,0,43,0x84,200,1152,1152,384,0,0,0,0,0,0,0,0,7054,2000,1019,2000,1501,100,0,0,2272,1,503,150,609,35,686,100,0,0,4283,1
1278,STALACTIC_GOLEM,Golem Estalactítico,Golem Estalactítico,60,18700,0,3872,2695,1,950,1130,50,5,1,45,85,5,75,25,10,12,2,0,80,0x91,200,1264,864,288,0,0,0,0,0,0,0,0,7004,2000,7054,5500,1000,250,997,30,0,0,757,250,985,163,0,0,0,0,4223,1
